 zcr, rms, centroid, rolloff, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13,filename,duration[ms],age,gender,delta
0.1589,0.0462,1964.6,3102.61,-404.8041,54.2563,10.9075,10.7518,-15.2299,-1.6328,-10.9063,-8.4178,-12.0408,-11.4208,-13.5752,-17.1937,-7.9991,common_voice_es_41881884.mp3,7668,young,female,cv-corpus-20.0-delta-2024-12-06
0.1304,0.0517,1515.04,2372.86,-429.7394,41.0494,20.4789,23.8849,-14.2239,-3.4672,-11.9774,-8.5619,-12.3809,-10.2992,-9.9705,-8.5587,-5.6808,common_voice_es_41881886.mp3,6048,young,female,cv-corpus-20.0-delta-2024-12-06
0.102,0.0465,1111.96,1850.97,-422.8096,42.9486,7.3298,15.8725,-6.4951,-6.195,-12.4154,-1.8112,-8.0692,-3.1689,-6.3987,-12.2559,0.3039,common_voice_es_41881905.mp3,4788,young,female,cv-corpus-20.0-delta-2024-12-06
0.0863,0.0455,905.7549,1301.6,-451.9982,24.0205,6.314,2.9073,-10.4792,2.3882,-4.9609,-4.1259,-3.0155,-4.1034,-3.8785,-3.9749,-3.3226,common_voice_es_41881906.mp3,3888,young,female,cv-corpus-20.0-delta-2024-12-06
0.1803,0.0558,1998.6,2987.01,-381.4988,66.4985,-4.6244,12.1084,-8.8955,-8.3578,-20.0614,-11.9121,-12.1446,-13.3554,-9.6098,-22.2464,-5.3169,common_voice_es_41881907.mp3,8136,young,female,cv-corpus-20.0-delta-2024-12-06
0.1153,0.0532,1289.17,1887.14,-399.4887,25.71,2.0457,7.07,-3.1589,-5.953,-6.4308,-5.3658,-7.2115,-1.2226,-8.9442,-9.1565,-2.1189,common_voice_es_41881909.mp3,5220,young,female,cv-corpus-20.0-delta-2024-12-06
0.1564,0.0641,1834.55,2622.31,-411.3344,40.9888,7.2847,18.319,-8.2102,-8.9392,-12.269,-7.9416,-9.5865,-10.8892,-4.6902,-12.9126,-2.4142,common_voice_es_41881911.mp3,5580,young,female,cv-corpus-20.0-delta-2024-12-06
0.0745,0.0312,760.1471,1103.2,-513.0338,17.5886,2.7086,-4.7771,-7.189,1.7342,-5.497,-5.5718,-4.1221,-4.6042,-1.0589,-2.7965,-2.5411,common_voice_es_41881912.mp3,3276,young,female,cv-corpus-20.0-delta-2024-12-06
0.1548,0.0576,1740.86,2622.06,-393.4666,49.5708,14.8781,23.3744,-6.0583,-7.1408,-11.7897,-7.2121,-11.0567,-7.6348,-13.759,-11.0823,-0.7281,common_voice_es_41881913.mp3,6300,young,female,cv-corpus-20.0-delta-2024-12-06
0.1491,0.0574,1650.81,2570.46,-388.8858,64.1798,-4.9616,14.4137,-9.5145,-14.1147,-17.3614,-8.947,-5.9661,-12.1346,-7.7419,-17.2684,-6.3511,common_voice_es_41881915.mp3,5868,young,female,cv-corpus-20.0-delta-2024-12-06
0.1528,0.0698,1648.21,2553.84,-358.7757,53.878,7.5411,16.9439,-8.2568,-11.0589,-17.2183,-7.1612,-10.579,-10.2984,-9.9005,-12.1614,-5.6426,common_voice_es_41881918.mp3,5796,young,female,cv-corpus-20.0-delta-2024-12-06
0.0566,0.0227,615.1005,915.1572,-518.5435,9.3786,3.0586,4.2766,-4.8335,1.8453,-3.6524,-3.9917,-1.4623,-4.6988,-0.341,-1.7329,-1.7883,common_voice_es_41881919.mp3,3096,young,female,cv-corpus-20.0-delta-2024-12-06
0.1549,0.081,1687.93,2748.36,-342.3964,77.5846,12.1719,15.2396,-20.6438,-3.1784,-14.2861,-15.8985,-14.6553,-17.7838,-5.5065,-14.469,-7.1414,common_voice_es_41881920.mp3,6696,young,female,cv-corpus-20.0-delta-2024-12-06
0.042,0.0182,424.4312,674.6616,-543.6628,17.4635,-2.8606,-0.553,-2.2143,0.4917,-4.4932,-1.2906,-2.6592,-2.1205,-0.8114,-3.5649,-1.8139,common_voice_es_41881921.mp3,2916,young,female,cv-corpus-20.0-delta-2024-12-06
0.1002,0.0382,1205.46,1888.58,-433.6708,59.9042,-1.3591,3.4327,-7.7065,-4.1618,-6.0001,-10.7556,-4.6965,-10.782,-7.8595,-9.7026,-4.5167,common_voice_es_41881922.mp3,5976,young,female,cv-corpus-20.0-delta-2024-12-06
0.0619,0.0631,769.3244,1250.3,-421.728,25.0684,5.3922,10.7297,-6.9309,-3.5936,-2.2698,-11.4745,-2.0201,-4.5133,-4.3051,-5.1086,-4.5001,common_voice_es_41881923.mp3,4140,young,female,cv-corpus-20.0-delta-2024-12-06
0.1643,0.0615,1894.87,2896.7,-361.2082,51.311,7.4652,28.2273,-3.6472,-7.4758,-15.7712,-1.5598,-14.4386,-13.1629,-5.18,-19.8288,-5.6871,common_voice_es_41881928.mp3,6480,young,female,cv-corpus-20.0-delta-2024-12-06
0.1791,0.067,2089.71,3111.02,-359.0981,57.2783,13.7942,23.1461,-9.2902,-9.5616,-11.9015,-2.2036,-18.0767,-9.6616,-14.1648,-23.6548,-3.0938,common_voice_es_41881929.mp3,6840,young,female,cv-corpus-20.0-delta-2024-12-06
0.0987,0.0449,1160.54,1823.1,-408.1531,49.68,-7.9406,3.5955,-7.3377,-6.2889,-13.1744,-11.7951,-2.531,-7.3428,-5.3699,-11.2261,-2.6183,common_voice_es_41881931.mp3,4968,young,female,cv-corpus-20.0-delta-2024-12-06
0.0511,0.0353,540.0219,829.5681,-473.1266,15.2558,1.0821,4.3324,-2.2817,-0.7621,-2.4199,-3.8134,-3.3165,-1.9956,-4.7574,-6.1652,-2.0546,common_voice_es_41881932.mp3,3168,young,female,cv-corpus-20.0-delta-2024-12-06
0.2144,0.05,2289.75,3223.43,-424.841,46.368,16.1083,29.3833,-9.3612,-2.4459,-10.8985,-11.3438,-9.8369,-12.9007,-8.4429,-12.7685,-3.6867,common_voice_es_41881933.mp3,5760,young,female,cv-corpus-20.0-delta-2024-12-06
0.0847,0.0599,927.6937,1515.43,-418.5725,40.4452,6.9016,2.7784,-5.7004,1.4768,-7.8782,-9.1316,-2.6772,-2.6027,-8.9484,-6.9941,-2.7269,common_voice_es_41881934.mp3,4248,young,female,cv-corpus-20.0-delta-2024-12-06
0.0825,0.0222,987.7591,1594.75,-497.9433,44.3101,0.6068,10.5922,-5.9649,-9.2463,-8.8361,-12.688,-2.6401,-8.1527,-5.8854,-8.2395,-3.1768,common_voice_es_41881938.mp3,4716,young,female,cv-corpus-20.0-delta-2024-12-06
0.0621,0.0425,801.889,1320.86,-439.5323,32.692,0.175,18.5862,-5.3265,-4.3168,-9.126,-6.1518,-3.7769,-5.793,-5.4963,-6.4462,0.0429,common_voice_es_41881939.mp3,3636,young,female,cv-corpus-20.0-delta-2024-12-06
0.1932,0.0473,2114.4,3153.81,-384.2369,42.6771,15.3604,17.0129,-5.4453,-5.7635,-15.2902,-8.8519,-12.9204,-4.4589,-14.54,-13.7903,-9.9828,common_voice_es_41881940.mp3,7020,young,female,cv-corpus-20.0-delta-2024-12-06
0.1394,0.074,1549.89,2453.08,-370.5692,58.2392,4.7692,11.4656,-11.9759,-5.3361,-18.3318,-15.9311,-16.1353,-9.4805,-9.4457,-11.5804,-3.5359,common_voice_es_41881941.mp3,6048,young,female,cv-corpus-20.0-delta-2024-12-06
0.0723,0.0305,702.4524,1103.8,-480.2603,9.7466,1.9353,3.0885,-2.965,-2.6715,-5.439,-1.7349,-2.3964,-2.2828,-3.4027,-1.2863,-2.5907,common_voice_es_41881943.mp3,3168,young,female,cv-corpus-20.0-delta-2024-12-06
0.0854,0.0572,1011.99,1504.43,-431.8373,32.7761,-1.9211,-2.3198,-0.5384,-9.4746,-6.3104,-1.4716,-3.4279,-1.1604,-7.8632,-5.7997,-3.054,common_voice_es_41881944.mp3,4320,young,female,cv-corpus-20.0-delta-2024-12-06
0.1631,0.0658,1948.39,2865,-381.2571,57.4927,13.3316,21.9389,-13.3209,-9.8235,-12.3974,-5.8499,-12.9166,-10.4553,-5.9944,-17.5597,-4.7641,common_voice_es_41881945.mp3,7560,young,female,cv-corpus-20.0-delta-2024-12-06
0.0365,0.0277,489.3521,741.0928,-514.2836,37.169,5.1824,-0.0257,-4.6596,-1.6164,3.5932,-6.896,-1.4823,-3.218,-3.5765,-4.5047,-4.6137,common_voice_es_41881947.mp3,3348,young,female,cv-corpus-20.0-delta-2024-12-06
0.1076,0.0247,1193.97,1638.49,-478.5169,19.0854,6.4392,4.3376,0.3697,-3.195,-6.1199,-4.5907,-4.9769,-2.1869,-5.3271,-3.9016,-2.9405,common_voice_es_41881948.mp3,3780,young,female,cv-corpus-20.0-delta-2024-12-06
0.1542,0.0485,1682.44,2418.24,-426.0982,33.604,16.0119,15.0745,-4.6778,-2.7349,-9.4646,-8.884,-8.8887,-7.4902,-6.5078,-9.2489,-4.9951,common_voice_es_41881949.mp3,4860,young,female,cv-corpus-20.0-delta-2024-12-06
0.083,0.0515,980.3301,1500.8,-411.4087,34.7087,-3.1347,5.516,-2.0763,-4.6251,-8.291,-1.3537,-5.3845,-4.896,-5.1466,-11.4692,-2.7759,common_voice_es_41881950.mp3,4536,young,female,cv-corpus-20.0-delta-2024-12-06
0.1613,0.0563,1790.25,2698.4,-400.4171,49.7971,-0.9554,21.368,-6.6081,-9.6358,-22.6115,-1.8315,-8.5859,-8.5099,-6.0788,-20.2087,-0.3995,common_voice_es_41881952.mp3,4896,young,female,cv-corpus-20.0-delta-2024-12-06
0.1103,0.0943,1380.15,2359.38,-317.8748,79.2086,-3.4252,5.698,-11.2377,-14.1768,-22.6316,-12.11,-10.2377,-14.3759,-4.9904,-21.8728,-6.9597,common_voice_es_41881955.mp3,6408,young,female,cv-corpus-20.0-delta-2024-12-06
0.1254,0.0672,1542.08,2399.38,-335.0133,79.6944,-5.2435,13.3503,-12.2369,-13.2851,-21.5195,-11.0173,-7.1893,-13.9163,-13.1093,-21.0137,-4.9977,common_voice_es_41881956.mp3,7128,young,female,cv-corpus-20.0-delta-2024-12-06
0.218,0.0752,2226.09,3313.99,-305.5371,74.7067,-0.5575,7.8111,-9.0973,-6.8066,-26.8806,-16.1149,-12.6638,-10.8299,-13.9005,-23.1205,-8.3371,common_voice_es_41881958.mp3,7776,young,female,cv-corpus-20.0-delta-2024-12-06
0.0943,0.0704,1225.91,1971.59,-376.575,52.4389,-1.6871,16.5212,-0.4341,-2.7482,-11.4219,-8.4642,-12.1385,-13.5476,-8.8964,-17.6059,-5.6151,common_voice_es_41881959.mp3,5796,young,female,cv-corpus-20.0-delta-2024-12-06
0.2249,0.0945,2382.68,3407.99,-326.8732,62.2918,9.1605,5.1463,-24.0646,-6.7085,-28.3002,-6.9095,-10.05,-11.6398,-10.6443,-23.7951,-2.685,common_voice_es_41881961.mp3,7416,young,female,cv-corpus-20.0-delta-2024-12-06
0.0625,0.0368,795.171,1251.24,-441.6233,27.1812,5.6498,2.6322,-4.8014,0.0231,-6.2692,0.2054,-5.7503,-7.4124,-5.367,-10.2145,0.2572,common_voice_es_41881962.mp3,3528,young,female,cv-corpus-20.0-delta-2024-12-06
0.1365,0.0755,1563.85,2618.68,-347.3291,66.007,-2.5557,19.524,-10.9542,-12.4051,-14.7307,-7.9686,-9.9321,-8.7601,-6.7626,-19.5945,-7.218,common_voice_es_41881964.mp3,6300,young,female,cv-corpus-20.0-delta-2024-12-06
0.1767,0.072,2079.86,2960.59,-366.4984,53.7422,5.0182,17.1572,-7.7568,-12.203,-11.7446,-2.2168,-6.2119,-10.167,-9.4414,-13.3321,-3.474,common_voice_es_41881965.mp3,7416,young,female,cv-corpus-20.0-delta-2024-12-06
0.1386,0.0733,1424.26,2092.56,-401.6483,44.4683,4.8514,8.8239,-14.9712,-7.0237,-15.1432,-9.4662,-9.4587,-9.0517,-4.1347,-10.654,-2.0511,common_voice_es_41881967.mp3,5436,young,female,cv-corpus-20.0-delta-2024-12-06
0.1326,0.069,1416.13,2225.42,-387.2603,60.0655,1.0332,9.1138,-16.6836,-9.938,-16.7666,-15.4777,-10.0942,-11.4332,-9.5043,-11.9844,-1.8725,common_voice_es_41881968.mp3,4896,young,female,cv-corpus-20.0-delta-2024-12-06
0.1755,0.065,2095.34,3365.64,-329.4501,71.8771,-2.661,13.4703,-11.8322,-14.6793,-27.0251,-10.1275,-18.6045,-13.1498,-12.9606,-20.3028,0.3463,common_voice_es_41881969.mp3,6300,young,female,cv-corpus-20.0-delta-2024-12-06
0.0766,0.0699,874.748,1414.71,-417.0355,36.2777,13.4266,12.7927,-8.4987,-3.2057,-9.0069,-1.5863,-6.3202,-7.1857,-1.9243,-12.1989,-0.1616,common_voice_es_41881970.mp3,4500,young,female,cv-corpus-20.0-delta-2024-12-06
0.1085,0.0548,1211.13,1964.37,-416.58,42.2679,2.7544,25.0461,-7.3306,-7.131,-15.399,-5.5066,-9.7494,-13.9972,-4.2101,-12.2368,0.556,common_voice_es_41881971.mp3,5040,young,female,cv-corpus-20.0-delta-2024-12-06
0.1306,0.0545,1470.24,2439.34,-394.1851,50.2263,-0.1951,12.1298,-5.5338,-7.5314,-12.4908,-8.006,-12.4298,-8.3255,-7.186,-16.876,1.6428,common_voice_es_41881973.mp3,5220,young,female,cv-corpus-20.0-delta-2024-12-06
0.1117,0.0463,1195.75,1781.85,-457.3849,19.0644,13.5114,10.9193,-5.3818,0.1058,-9.145,-3.2891,-9.5607,-5.8351,-5.2898,-8.7315,-1.4892,common_voice_es_41881974.mp3,3996,young,female,cv-corpus-20.0-delta-2024-12-06
0.1299,0.069,1513.65,2193.52,-399.5765,51.4925,1.1229,5.9568,-3.962,-6.4152,-16.3899,-6.6305,-12.2091,-8.9322,-8.1151,-11.8003,1.3662,common_voice_es_41881975.mp3,4860,young,female,cv-corpus-20.0-delta-2024-12-06
0.1739,0.0736,1787.58,2750.9,-365.6295,50.8737,8.744,18.8288,-4.7744,-13.4753,-17.9835,-6.716,-19.4868,-11.4523,-10.0005,-17.0846,-3.7781,common_voice_es_41881976.mp3,5940,young,female,cv-corpus-20.0-delta-2024-12-06
0.0377,0.0204,401.2972,584.9423,-555.4519,8.6227,5.7359,1.0186,2.13,1.9851,-3.1415,-3.4206,-3.6808,-1.571,-2.8375,-1.7331,-1.0616,common_voice_es_41881978.mp3,2808,young,female,cv-corpus-20.0-delta-2024-12-06
0.1266,0.0583,1526.42,2385.35,-380.6515,75.5392,-8.5295,4.3769,-5.6834,-1.1313,-17.6981,-16.1409,-10.9673,-12.3586,-9.8837,-14.3278,-3.4276,common_voice_es_41881980.mp3,5940,young,female,cv-corpus-20.0-delta-2024-12-06
0.0197,0.0168,291.0339,482.9817,-539.0917,18.5199,-2.6476,-3.2392,-1.5543,-1.3105,-1.5449,-3.9026,-2.3121,-1.753,-0.5018,-3.4154,-1.2655,common_voice_es_41881982.mp3,3096,young,female,cv-corpus-20.0-delta-2024-12-06
0.1884,0.0958,1982.66,3061.65,-305.4236,66.8718,3.5174,1.8923,-5.6629,-11.1018,-25.8125,-18.1428,-16.0293,-14.9827,-12.4311,-18.287,-5.6938,common_voice_es_41881983.mp3,6120,young,female,cv-corpus-20.0-delta-2024-12-06
0.1225,0.0584,1297.59,2023.94,-393.3101,46.9396,5.4831,-1.9129,-10.2754,2.2537,-12.5692,-11.5277,-11.7204,-8.4431,-8.5895,-11.4796,-5.0693,common_voice_es_41881984.mp3,4680,young,female,cv-corpus-20.0-delta-2024-12-06
0.103,0.0637,1232.25,1925.11,-388.6814,41.8047,4.4662,13.5368,-1.9894,-8.8266,-13.2456,-10.3877,-13.2917,-11.2372,-7.1084,-12.2914,-3.422,common_voice_es_41881985.mp3,4500,young,female,cv-corpus-20.0-delta-2024-12-06
0.1709,0.0715,1880.86,2689.69,-391.8167,35.7923,10.8202,7.294,-11.1388,0.2425,-16.9136,-14.1014,-13.2183,-8.7607,-11.9891,-12.6155,-5.3766,common_voice_es_41881986.mp3,5256,young,female,cv-corpus-20.0-delta-2024-12-06
0.1062,0.0455,1088.95,1722.78,-426.7576,33.1702,-0.3387,8.9221,-2.2678,-8.9946,-9.2373,-6.9587,-8.6363,-7.0104,-7.6957,-10.9605,0.3679,common_voice_es_41881988.mp3,4248,young,female,cv-corpus-20.0-delta-2024-12-06
0.1579,0.0726,1798.34,2664.71,-392.097,32.9595,18.6348,32.5344,-8.7408,-10.564,-11.9243,-10.722,-13.5906,-15.1198,-3.7269,-11.7123,-4.9579,common_voice_es_41881989.mp3,5400,young,female,cv-corpus-20.0-delta-2024-12-06
0.1611,0.0815,1912.18,2964.42,-338.0323,66.7897,-2.9629,4.0514,-13.3965,-9.7236,-21.7429,-13.5472,-15.7848,-19.5856,-13.5482,-20.0994,-0.5068,common_voice_es_41881990.mp3,8856,young,female,cv-corpus-20.0-delta-2024-12-06
0.0951,0.0577,1116.43,1775.98,-410.0087,34.9765,9.0376,18.301,1.8529,-5.305,-8.0492,-8.3828,-10.9054,-11.5774,-6.8123,-6.3788,-3.412,common_voice_es_41881991.mp3,4500,young,female,cv-corpus-20.0-delta-2024-12-06
0.1459,0.0634,1498.25,2247.36,-402.1802,30.0964,12.0402,22.0508,-4.732,-8.8834,-11.7521,-8.8527,-11.9857,-8.499,-10.273,-11.0547,-3.626,common_voice_es_41881994.mp3,4500,young,female,cv-corpus-20.0-delta-2024-12-06
0.1642,0.079,1785.15,2718.35,-335.7249,62.9146,2.1276,8.5017,-6.8049,-6.9805,-17.3112,-14.3712,-12.407,-6.0351,-12.4936,-15.3792,-5.0104,common_voice_es_41881995.mp3,6480,young,female,cv-corpus-20.0-delta-2024-12-06
0.1558,0.0374,1706.85,2429.74,-445.994,43.4461,14.0082,5.1594,-5.8925,-9.0495,-17.5524,-6.9175,-12.9189,-10.2369,-8.6376,-12.101,-4.418,common_voice_es_41881996.mp3,6480,young,female,cv-corpus-20.0-delta-2024-12-06
0.1331,0.0592,1417.82,2248.06,-386.6944,68.9407,7.5903,14.9885,-13.3647,-11.7503,-14.158,-11.2216,-13.9762,-14.1049,-11.201,-13.2956,-3.1073,common_voice_es_41881998.mp3,5976,young,female,cv-corpus-20.0-delta-2024-12-06
0.1653,0.0547,1840.76,2756.62,-378.2296,70.4694,3.7908,-0.3,-3.2653,-6.9556,-12.9147,-8.7515,-10.5684,-11.8573,-8.5123,-19.8145,-13.2489,common_voice_es_41882000.mp3,7956,young,female,cv-corpus-20.0-delta-2024-12-06
0.0467,0.0191,542.8907,783.1409,-531.4633,8.076,3.2,4.2012,-0.8738,0.2323,-1.8321,-1.2443,-1.9394,-2.6381,-3.2025,-2.1032,-1.5802,common_voice_es_41882002.mp3,2340,young,female,cv-corpus-20.0-delta-2024-12-06
0.1357,0.063,1587.53,2504.13,-374.3243,81.9418,0.5803,18.8941,-9.5806,-16.6728,-15.9542,-19.5779,-16.7336,-19.423,-13.7727,-14.0982,-9.3836,common_voice_es_41882003.mp3,5976,young,female,cv-corpus-20.0-delta-2024-12-06
0.1646,0.0388,1721.94,2548.37,-427.8873,36.3066,4.0437,12.3366,-3.9632,-12.9591,-14.509,-6.926,-11.8516,-7.5084,-13.4529,-9.1419,-3.6632,common_voice_es_41882004.mp3,4860,young,female,cv-corpus-20.0-delta-2024-12-06
0.0841,0.0479,1006.98,1649.98,-450.005,39.4615,-2.4966,17.6543,-5.3284,-8.5535,-6.679,-11.9124,-8.6478,-11.0435,-5.1918,-9.6147,-6.1152,common_voice_es_41882005.mp3,4068,young,female,cv-corpus-20.0-delta-2024-12-06
0.2167,0.0698,2182.72,3310.66,-333.6008,63.6237,6.0638,8.7691,-4.3546,-14.2755,-25.2769,-6.4152,-11.9601,-9.4584,-19.0852,-21.9772,-8.2748,common_voice_es_41882006.mp3,7488,young,female,cv-corpus-20.0-delta-2024-12-06
0.1627,0.0633,1770.04,2664.16,-358.4942,54.4604,2.5255,17.2483,-5.8136,-7.7189,-12.484,-3.22,-8.7164,-14.309,-12.7358,-21.4814,-5.9701,common_voice_es_41882007.mp3,5868,young,female,cv-corpus-20.0-delta-2024-12-06
0.1864,0.0739,2021.8,3062.45,-323.9186,79.6548,2.6723,11.4386,-11.4516,-3.6498,-20.0082,-8.6412,-9.8254,-12.1338,-15.7565,-29.6235,-7.1784,common_voice_es_41882008.mp3,7020,young,female,cv-corpus-20.0-delta-2024-12-06
0.0985,0.0435,1298.32,2179.59,-397.0592,51.5702,8.225,24.4176,-7.8792,-9.7079,-13.6805,-9.426,-11.5495,-14.3857,-6.4038,-17.2912,-1.5814,common_voice_es_41882010.mp3,5400,young,female,cv-corpus-20.0-delta-2024-12-06
0.0612,0.0331,647.0139,1008.51,-495.1054,27.5574,3.6955,12.6599,-3.1326,-3.187,-4.0706,-5.9771,-4.2224,-7.2753,-6.8193,-3.9947,-2.2976,common_voice_es_41882011.mp3,3240,young,female,cv-corpus-20.0-delta-2024-12-06
0.0816,0.0401,876.9722,1366.99,-458.6458,15.6059,9.824,6.0508,-6.576,1.7181,-6.6558,-2.8934,-3.3809,-3.7527,-3.9879,-7.2253,-3.4804,common_voice_es_41882012.mp3,3276,young,female,cv-corpus-20.0-delta-2024-12-06
0.1298,0.0372,1392.72,2176.9,-462.5839,39.4404,8.8808,19.5959,-8.9331,-6.7038,-12.6318,-8.2916,-6.5166,-9.2305,-8.636,-13.1734,-8.1589,common_voice_es_41882013.mp3,4680,young,female,cv-corpus-20.0-delta-2024-12-06
0.2458,0.0934,2514.42,3589.82,-323.6944,59.91,18.1758,-4.7394,-14.0001,-7.0856,-22.6383,-10.1983,-22.0181,-7.8484,-8.6381,-18.4184,-4.8502,common_voice_es_41882015.mp3,7740,young,female,cv-corpus-20.0-delta-2024-12-06
0.0858,0.0677,984.8461,1627.19,-383.1747,52.715,-8.625,14.0525,-1.4452,-1.2489,-8.3762,-2.9202,-3.3093,-12.2074,-10.0666,-15.9771,-0.5096,common_voice_es_41882016.mp3,4896,young,female,cv-corpus-20.0-delta-2024-12-06
0.1209,0.0627,1335.04,2141.22,-389.4974,53.7523,9.1354,15.2935,-13.0947,-5.5384,-11.1167,-7.9789,-10.9898,-14.596,-4.5725,-13.6847,-1.6601,common_voice_es_41882017.mp3,5220,young,female,cv-corpus-20.0-delta-2024-12-06
0.1756,0.0972,1970.78,2953.42,-315.9962,71.7273,7.7298,4.9303,-1.1444,-1.4878,-14.8635,-7.4663,-10.0461,-11.4003,-15.5931,-21.7005,-5.5221,common_voice_es_41882018.mp3,7308,young,female,cv-corpus-20.0-delta-2024-12-06
0.1036,0.0509,1104.76,1724.72,-432.9941,30.9234,2.466,15.9838,-5.4346,-4.0074,-10.2652,-1.8188,-4.599,-7.349,-5.5191,-11.0343,-2.1869,common_voice_es_41882019.mp3,4428,young,female,cv-corpus-20.0-delta-2024-12-06
0.073,0.0602,901.1948,1581.71,-415.4514,42.2258,3.9945,11.1352,-12.3393,-1.0431,-8.684,-8.0244,-6.7771,-7.8672,-7.4336,-14.5929,-1.605,common_voice_es_41882020.mp3,4428,young,female,cv-corpus-20.0-delta-2024-12-06
0.1243,0.0532,1591.51,2859.08,-386.8491,48.755,-3.329,32.7271,-11.8949,4.8845,-15.3574,-8.9076,-7.7065,-9.3776,-5.5131,-14.0131,-2.7163,common_voice_es_41922532.mp3,4680,young,female,cv-corpus-21.0-delta-2025-03-14
0.2011,0.0512,2302.53,3759.06,-361.169,38.3019,2.5372,35.0371,-10.2843,1.3478,-19.0527,-7.8433,-5.3806,-11.1611,-10.9096,-11.8171,-1.501,common_voice_es_41922534.mp3,5256,young,female,cv-corpus-21.0-delta-2025-03-14
0.1705,0.0371,1961.47,3238.7,-416.4403,53.617,-3.9058,32.8221,-9.0415,0.2455,-21.8625,-8.4975,-5.6381,-8.0282,-9.0963,-11.8163,-0.7936,common_voice_es_41922535.mp3,4716,young,female,cv-corpus-21.0-delta-2025-03-14
0.2034,0.0434,2321.4,3782.39,-372.6187,55.8227,-21.783,30.5696,-18.8195,-1.4419,-22.8176,-6.4381,-5.407,-10.8881,-11.1064,-10.7693,-0.4531,common_voice_es_41922536.mp3,6408,young,female,cv-corpus-21.0-delta-2025-03-14
0.1656,0.0597,1737.59,2785.58,-357.4052,60.2772,-6.7324,16.2145,-18.0317,4.7703,-16.9921,-8.8414,-3.5974,-8.1106,-9.2198,-14.3472,-0.6891,common_voice_es_41922538.mp3,4896,young,female,cv-corpus-21.0-delta-2025-03-14
0.0726,0.0233,1134.11,1900.38,-469.631,29.9442,-4.1069,11.1268,-7.8525,4.5594,-6.1612,-5.81,-2.2172,-2.0309,-5.56,-5.6748,-2.1276,common_voice_es_41922540.mp3,3096,young,female,cv-corpus-21.0-delta-2025-03-14
0.1742,0.0494,2002.98,3342.46,-392.9762,63.1677,7.5385,25.3866,-13.2147,4.3079,-18.5809,-11.9907,-10.6081,-14.912,-10.4008,-4.9649,-3.3378,common_voice_es_41922543.mp3,5256,young,female,cv-corpus-21.0-delta-2025-03-14
0.1372,0.0525,1689.66,2802,-382.9861,53.2254,0.3377,20.7985,-11.1697,3.9513,-19.6519,-10.4675,-8.5623,-11.9411,-7.5965,-9.8661,0.4441,common_voice_es_41922544.mp3,4608,young,female,cv-corpus-21.0-delta-2025-03-14
0.1146,0.0781,1428.67,2522.04,-360.2557,53.2943,-5.8248,25.5863,-17.2204,4.9056,-9.5668,-5.0452,-10.3478,-13.0909,-2.8368,-7.8356,-3.4648,common_voice_es_41922545.mp3,4356,young,female,cv-corpus-21.0-delta-2025-03-14
0.1235,0.041,1596.25,2779.71,-394.6837,58.1918,-3.9405,9.9394,-10.3878,4.492,-14.9128,-9.1946,-11.0208,-10.7863,-4.9722,-9.0454,-2.4701,common_voice_es_41922546.mp3,4536,young,female,cv-corpus-21.0-delta-2025-03-14
0.1196,0.0419,1413.46,2417.45,-420.9542,43.0784,-0.87,18.4991,-3.3462,-0.7055,-11.2051,-5.1936,-7.1101,-8.2218,-7.9572,-7.4696,0.5677,common_voice_es_41922547.mp3,4356,young,female,cv-corpus-21.0-delta-2025-03-14
0.1972,0.0329,2251.3,3661.08,-407.1571,43.6602,8.1888,43.5524,-8.6296,-2.7667,-9.1592,-6.6911,-18.2689,-20.7304,-5.6123,-12.9575,-6.3659,common_voice_es_41922548.mp3,5760,young,female,cv-corpus-21.0-delta-2025-03-14
0.0658,0.0295,848.3467,1456.56,-483.2833,32.5909,-1.6753,21.0265,-8.4045,3.8621,-8.5905,-6.5713,-6.5449,-8.49,-3.2791,-6.4656,-1.7003,common_voice_es_41922549.mp3,3420,young,female,cv-corpus-21.0-delta-2025-03-14
0.1282,0.0545,1611.53,2768.26,-380.7323,74.5697,-10.0976,21.6336,-11.379,2.187,-15.1902,-10.0051,-10.1866,-9.0254,-8.176,-12.8183,-3.4874,common_voice_es_41922550.mp3,5148,young,female,cv-corpus-21.0-delta-2025-03-14
0.1493,0.0526,1845.56,3014.43,-362.4108,65.3499,0.5212,36.5649,-18.8186,0.4947,-17.6758,-8.4481,-16.5544,-16.4673,-5.1511,-12.5037,-2.5908,common_voice_es_41922551.mp3,5976,young,female,cv-corpus-21.0-delta-2025-03-14
0.1927,0.0765,2148.17,3460.44,-317.0406,68.0009,11.6222,25.2952,-13.7053,10.796,-16.1941,-15.9135,-13.6407,-17.7777,-8.9121,-14.1461,-7.0396,common_voice_es_41922553.mp3,7056,young,female,cv-corpus-21.0-delta-2025-03-14
0.0827,0.043,990.6001,1733.43,-454.3831,32.2717,7.3068,11.3126,-11.9174,12.7462,-4.5936,-7.2273,-4.6705,-6.9748,-5.2735,-3.6196,-3.8309,common_voice_es_41922554.mp3,3456,young,female,cv-corpus-21.0-delta-2025-03-14
